idx,domain,type,target_file_name,target_page_no,question,target_answer,answer,latency_sec,prompt_tokens,completion_tokens,total_tokens,error
177,manufacturing,paragraph,tekiseitorihiki-21.pdf,29,小売業者が取引商品の販売業務に係る応援要請を行う際、どのような条件を事前に協議する必要がありますか？,日当や宿泊費、交通費、弁当など派遣に必要な費用の支払や、曜日の選択などについて製造業者と十分協議する必要があります。,"提供された文書（26ページ「望ましい取引実例」）によると、小売業者が取引商品の販売業務に係る応援要請を行う際は、製造業者と以下の条件について事前に協議する必要があります。

- 派遣に必要な費用の支払（日当、宿泊費、交通費、弁当など）
- 要請を受けられるか（曜日の選択など）

これらの条件について十分協議の上で決定することが望ましいとされています。",35.4,11383,3556,14939,
178,manufacturing,image,tekiseitorihiki-21.pdf,34,卸売業者が下請法上の親事業者または下請事業者に該当する場合と、該当しない場合があります。卸売業者が製造業者に対してどのような取引を実施する場合に、下請法上の親事業者として見なされるか説明してください。,卸売業者が小売業者と製造業者間の委託条件等の決定に関与する場合、下請法上では、卸売業者は小売業者に対する下請事業者、および、製造業者に対する親事業者として扱われます。卸売業者が取引条件に関与せず、小売業者と製造業者の間の事務手続きの代行のみを行う場合は該当しません。,"提供された文書（「（１）下請取引の該当性について（卸売業者が介在する取引）」の「イ 卸売業者が下請法上の親事業者又は下請事業者に該当する場合」）によると、卸売業者が下請法上の親事業者として見なされるのは、以下の条件を満たす取引を実施する場合です。

- **卸売業者が製造委託等の内容に関与していること**
- **卸売業者と製造業者の間で本法の資本区分（資本金区分）を満たす取引が行われていること**

この場合、当該取引において卸売業者が親事業者となり、製造業者が下請事業者となります。",43.9,13059,5187,18246,
179,manufacturing,paragraph,tekiseitorihiki-21.pdf,40,「下請代金の支払遅延」の禁止事項について説明してください。,親事業者が発注した物品等の受領日から60日以内で定められた支払期日までに下請代金を支払わないことが禁止されています。検査や検収に日数がかかる場合でも、納品後60日以内に支払わなければ支払遅延となります（第4条第1項第2号）。,"提供されたコンテキストに基づき、「下請代金の支払遅延の禁止」について以下の通り説明します。

**1. 基本原則（禁止事項の定義）**
親事業者は、発注した物品等の受領日から起算して**60日以内**で定められた支払期日までに、下請代金を**全額支払わなければなりません**（第4条第1項第2号）。物品等の検査や検収に日数がかかっても、納品後60日以内に支払わなければ支払遅延となります。

**2. 支払遅延に該当する具体的なケース**
コンテキストでは、以下のケースが支払遅延（下請法違反）として明示されています。
- 支払期日が定められていない場合：給付の受領日に下請代金を支払わない場合
- 月単位の締切制度を採用している場合：締切後30日以内に支払期日を定めておらず、給付の受領日から60日目までに支払わない場合
- 支払期日が金融機関の休業日に当たった場合：書面で翌営業日への順延について合意していないにもかかわらず、あらかじめ定めた支払期日までに支払わない場合
- 手形交付の場合：下請事業者が金融機関で手形の割引を受けられない場合
- 下請事業者の依頼に基づき納入日から60日を超える日付で支払う場合（合意の有無に関わらず違反）
- 情報成果物の検査・検収に3か月を要した場合など、検査が終了していなくても受領後60日以内に定めた支払期日までに支払わない場合
- 消費税率引上げに伴い納入日を帳簿上でずらして取り扱うなど、支払期日の経過後に支払う場合

**3. 支払遅延の正当な理由とならない事項**
以下の事情は、支払期日までに下請代金を支払わなくてもよい理由にはなりません。
- 親事業者内の事務処理の遅れ
- 下請事業者内での請求書提出や伝票処理の遅れ
- 取引先（ユーザー等）からの入金が遅れていること
- 元請業務がキャンセルされたこと
- 下請事業者との合意（下請法上の義務は当事者の合意で免れるものではない）

**4. 違反した場合の法的扱い**
- 支払期日の経過後に支払うことは下請法違反となります。
- 代金を支払期日まで支払わない場合は、受領日から起算して60日を経過した日から実際の支払日までの日数に応じ、未払金額に**年率14.6%**を乗じた額の**遅延利息**を支払う義務が生じます。",53.9,11785,6489,18274,
180,public,image,000761091.pdf,12,保健センターと保健所の違いを教えてください。,保健所は、地域保健法に基づき都道府県、政令指定都市、中核市などが設置する公的機関で、地域住民の健康を支える広域的・専門的・技術的拠点です。難病や精神保健に関する相談、結核・感染症対策、薬事・食品衛生・環境衛生に関する監視指導など専門性の高い業務を行い、地域の医療機関や市町村保健センター等の活動を調整する役割を担います。職員は保健師、医師、薬剤師、獣医師、栄養士、精神保健福祉士など多職種で構成されます。一方、保健センターは市町村が設置し、母子手帳の交付、乳幼児健診、予防接種、健康診査、がん検診など、住民に身近で利用頻度の高い健康づくりに関するサービスを中心に提供する施設です。,"提供された文書によると、保健センターと保健所の違いは主に以下の3点です。

- **設置主体**
  - 保健センター：「市町村」が設置します。
  - 保健所：「地域保健法にもとづき都道府県、政令指定都市、中核市など」に設置されます。

- **位置づけ・規模**
  - 保健センター：「住民に身近で利用頻度の高い施設」です。
  - 保健所：「地域住民の健康を支える広域的・専門的・技術的拠点」と位置づけられます。

- **主な業務内容**
  - 保健センター：「母子手帳の交付、乳幼児健診、予防接種、健康診査、がん検診など、地域住民が直接受ける健康づくりに関するサービス」を中心に業務を行っています。
  - 保健所：「難病や精神保健に関する相談、結核・感染症対策、薬事・食品衛生・環境衛生に関する監視指導など専門性の高い業務」を行っています。また、地域の医療機関や市町村保健センター等の活動を調整して地域住民に必要なサービスを提供する仕組みづくりや、健康危機管理の拠点となることが主要な役割です。",36.1,2732,4727,7459,
181,public,paragraph,000761091.pdf,21,2020年の新型コロナウイルス流行時、感染者が発生した際に保健所は他の機関と連携してどのような対応を行なっていましたか？,保健所は主に疫学調査を担当し、感染経路を特定し、接触者を追跡します。その結果、保健所は感染者を隔離し、同時に施設側はその状況を関連機関や医療スタッフに通知し、利用者とその家族にも状況を伝えます。感染者の隔離は保健所の指示に従って行われ、その後、入院が必要な場合はbo施設と協力して入院病院と移送手順を決定します。,"提供された文書（2020年12月15日版）によると、新型コロナウイルス感染症発生時に感染者が発生した際、保健所は他の機関と連携して以下の対応を行っていました。

1. **関係機関等への連絡・情報共有**
   - 嘱託医・協力医、保健所・自治体担当部署、利用者および家族等への連絡
   - 管理者への報告を含む移設内での共有
   - 保護者・家族、関係行政機関等への連絡
   - 利用者がサービスを利用している他の法人・事務所への連絡（後で保健所からも連絡が来ることを伝える）

2. **保健所による支援・指導・情報共有**
   - 有事には迅速な連絡、専門的指導や助言、施設訪問・改善支援を実施
   - 地域の状況について情報共有

3. **疫学調査の実施**
   - 患者本人の症状、施設全体の状況把握
   - 日時別、フロア別・部屋別発生状況、受診状況、診断名、検査結果、治療内容、普段の健康観察結果との比較
   - これらにより感染症発生の状況や動向、原因を明らかにし対策を考える

4. **濃厚接触者への対応協力**
   - 健康観察、PCR検査（検体採取は保健所）
   - 場所の提供や利用者への連絡等
   - 保健所の聞き取り調査への協力（本人の症状、行動の経過、濃厚接触者の特定のため本人と接触した利用者、職員の健康状態、本人の感染元と本人からの感染拡大をたどるため）

5. **施設内対応の継続・決定支援**
   - 感染者の隔離、ゾーニング、施設内療養の継続、入院先の決定・搬送
   - 濃厚接触者の特定、検査、利用者・従事者の健康観察の継続

上記は文書「2020年12月15日版」に記載されている対応内容です。",72.3,2746,10714,13460,
182,public,image,000857916.pdf,6,デジタル手続法に基づいて、行政のデジタル化を推進するために必要となる基本原則と施策について、具体的な例を挙げて説明してください。,デジタル手続法に基づく基本原則は、情報通信技術の活用による行政手続の利便性向上と行政運営の効率化です。具体例として、行政手続のオンライン化を原則とし、添付書類の撤廃やデジタル・デバイドの是正を図っています。また、民間手続における情報通信技術の活用も促進しています。,"提供されたコンテキストに基づき、デジタル手続法に基づく基本原則と施策、および具体的な例を以下に整理して回答します。

### 1. デジタル手続法に基づく基本原則（法的位置づけ）
コンテキストによれば、「デジタル手続法（令和元年法律第16号）」は、既存の「情報通信技術を活用した行政の推進等に関する法律（平成14年法律第151号。以下「デジタル行政推進法」という。）を改正する法律」です。
この改正法に基づく基本原則は、**第５条第４項の規定により、地方公共団体は「情報通信技術を利用して行われる手続等に係る当該地方公共団体の情報システムの整備等の必要な施策を講ずるよう努めなければならない」**とされている点にあります。つまり、地方公共団体に対し、情報通信技術を活用した行政の推進に向けたシステム整備等の施策講ずる努力義務を課すことが基本原則です。

### 2. 行政のデジタル化を推進するための具体的な施策
コンテキストに記載されている関連計画（デジタル社会の実現に向けた重点計画、自治体DX推進計画、デジタル・ガバメント実行計画等）では、上記の法的位置づけを具体化するため、以下の施策が示されています。

* **BPR（業務改革）の徹底**
  既存の行政手続を前提とせず、業務内容や業務プロセス等を抜本的に見直し・再構築する。書面規制・押印・対面規制の抜本的な見直しに取り組み、「申請自体を不要とすることはできないか」という利用者目線での検討や、バックオフィス含むエンドトゥエンドの業務フロー再構築を行う。
* **オンライン化の手法の統一と推進**
  住民がマイナンバーカードを保有することを想定し、マイナポータルからマイナンバーカードを用いてオンライン手続を可能にする。本人確認のオンライン化、手数料納付のオンライン化、添付書類の省略を同時に推進する。
* **優先的に推進すべき手続の選定と支援**
  処理件数が多く利便性・効率化効果が高い手続、および住民のライフイベントに際し多数存在する手続をワンストップで行うために必要な手続を「優先的にオンライン化を推進すべき手続」として位置付け、デジタル庁及び総務省が関係府省庁と連携してガイドラインの作成等により支援する。
* **制度・規制改革と技術基盤の整備**
  法令に基づく手続だけでなく条例又は規則に基づく手続も含めて対象とし、アナログ規制の横断的な見直しや、地方公共団体における情報システム共通機能標準仕様書（ガバメントクラウド申請管理機能の提供含む）の提供により、標準準拠システムの導入を支援する。

### 3. 具体的な例
コンテキストに記載されている施策の具体例は以下の通りです。

* **優先的にオンライン化を推進すべき手続の例**
  １）図書館の図書貸出予約等
  ２）文化・スポーツ施設等の利用予約
  ３）研修・講習・各種イベント等の申込
  ４）地方税申告手続（eLTAX）
  ５）自動車税環境性能割の申告納付
  ６）自動車税の賦課徴収に関する事項の申告又は報告
  ７）自動車税住所変更届
  ８）水道使用開始届等
* **令和４年度末までに原則全自治体でオンライン化を目指す手続の例**
  ・子育て関係・介護関係の26手続（市町村対象手続）
  ・罹災証明書の発行申請手続（市町村対象手続）
  ・自動車保有関係手続（都道府県対象手続）
* **支援・推進のための指針・マニュアル等の例**
  ・地方公共団体におけるオンライン利用促進指針（令和２年３月４日改訂）
  ・地方公共団体における書面規制、押印、対面規制の見直しに係る留意事項について（令和２年７月７日）
  ・地方公共団体情報システム共通機能標準仕様書（令和４年８月デジタル庁提供）

以上の通り、デジタル手続法は地方公共団体への情報システム整備等の施策講ずる努力義務を基本原則とし、それを実行するためBPRの徹底、マイナンバーカード・マイナポータルの活用、優先手続の選定、ガイドラインや標準仕様書による支援といった具体的な施策と例が示されています。",63.4,10121,8510,18631,
183,public,paragraph,000857916.pdf,11,自治体がオンライン化を進める際にBPR(業務プロセス再構築)と併せて取り組む重要性を説明し、具体的な施策例を3つ挙げてください。また、法令やガイドラインに基づいた具体的な措置についても言及してください。,"オンライン化を進める際にBPR(業務プロセス再構築)と併せて取り組むことが重要な理由は、単に既存の手続きをデジタルに置き換えるだけでは、根本的な効率化や利便性向上が達成されないためです。以下の3つの施策は具体的な例です。
1. 書面規制の見直し: 従来紙で行っていた申請や報告を、電子文書やシステムで処理可能にする。
2. 押印規制の撤廃: 書類に対する物理的な押印を不要とし、電子署名や認証システムで代替する。
3. 対面規制の見直し: 窓口での対面手続きをオンラインで完結できるようにし、必要な場合のビデオ会議システムの導入。
さらに、『デジタル社会の形成を図るための関係法律の整備に関する法律(令和3年法律第37号)』では48の法律を改正し、押印を求める各種手続きについてその押印を不要としました。そして、内閣府が発出した『地方公共団体における押印見直しマニュアル』に示された推進体制や作業手順を参考にすることも有効です。","提供されたコンテキストに基づき、ご質問の3点（重要性、施策例3つ、法令・ガイドラインに基づく措置）に回答します。

### 1. BPRと併せて取り組む重要性
コンテキストによれば、行政手続のオンライン化は「既存の行政手続を前提とするのではなく、業務内容や業務プロセス等を抜本的に見直し、再構築するいわゆるBPRの取組みとあわせて行うことが重要である」とされています。その理由は以下の通りです。
- **利用者目線での根本的な見直し**：オンライン化自体を目的とするのではなく、「申請自体を不要とすることはできないか」という観点を含めて検討することが必要である。
- **バックヤード処理の効率化**：住民からオンライン申請を受付けた後の職員のバックヤードの処理についても、「紙が前提ではないエンドトゥエンドの業務フローを前提に、職員の工数がどれだけ下がるかという視点からもオンライン化の工程を検討することが必要である」。
つまり、単に紙の手続きをデジタル化するだけでなく、エンドトゥエンドの業務フローを再構築し、職員の工数削減や利用者負担の軽減を実現するためにBPRが不可欠であるためです。

### 2. 具体的な施策例（3つ）
コンテキストに記載されている施策から、以下の3つを挙げます。
1. **書面規制・押印・対面規制の抜本的な見直し**：申請時の書面提出、押印、対面での手続きを根本から見直し、可能な限りデジタル化・省略化する。
2. **本人確認のオンライン化**：オンライン手続の前提となる体制整備の一環として、デジタルによる本人確認手法の導入・推進を行う。
3. **添付書類の省略**：提出書類の必要性を精査した上で、行政機関間情報連携等の仕組みを活用し、提出を省略する。

### 3. 法令やガイドラインに基づいた具体的な措置
コンテキストに記載されている法令・ガイドラインに基づく具体的な措置は以下の通りです。
- **押印の不要化と電磁的方法の可能化**：「デジタル社会の形成を図るための関係法律の整備に関する法律（令和３年法律第37号）」において48法律が改正され、押印を求める各種手続についてその押印を不要とするとともに、書面の交付等を求める手続について電磁的方法により行うことが可能となった。
- **本人確認のオンライン化の基準**：「行政手続におけるオンラインによる本人確認の手法に関するガイドライン」（（平成31 年２月25 日）各府省情報化統括責任者（CIO）連絡会議決定）に基づき、オンライン化の手法を検討・取り組む。
- **規制見直しの留意事項**：「地方公共団体における書面規制、押印、対面規制の見直しに係る留意事項について」(令和２年７月７日 総行行第169 号 総行経第35 号 総務省自治行政局長)に示されている留意事項を参考として、書面規制、押印、対面規制の見直しに積極的に取り組む。",59.3,12708,7542,20250,
184,public,paragraph,000857916.pdf,12,地方自治体が「本人確認のオンライン化」「手数料納付のオンライン化」「添付書類の省略」を同時に推進するためには、どのように取り組む必要があるか。,地方自治体が「本人確認のオンライン化」「手数料納付のオンライン化」「添付書類の省略」を同時に推進するために直面する課題としては、システムの導入と運用に係るコスト、既存の業務フローの見直しによる一時的な作業負荷の増加、そしてセキュリティの確保が挙げられます。これに対する対策としては、国が定めたガイドラインに従い、システム全体のセキュリティを確保し、行政機関間の情報連携を強化することで効率化を図ることが必要です。また、インターネットバンキングなど既存のオンライン決済手段を活用し、住民がオンラインで簡単に手続きを完了できるようにすることが求められます。,"提供された文書によると、これらを同時に推進するためには以下の取り組みが必要である。

1. **前提条件**
   - 業務改革（BPR）の実施を前提とすること。

2. **各項目ごとの具体的な取り組み**
   - **本人確認のオンライン化**：国の「行政手続におけるオンラインによる本人確認の手法に関するガイドライン」（（平成31 年２月25 日）各府省情報化統括責任者（CIO）連絡会議決定）に基づき取り組むこと（自治体においても参考にすること）。
   - **手数料納付のオンライン化**：インターネットバンキングなどの活用等を検討すること。
   - **添付書類の省略**：
     - 必要性の精査を行った上で、なお提出を求める必要がある添付書類は、費用対効果を踏まえて、行政機関間の情報連携等の仕組みの活用を推進すること。
     - 情報連携による省略が困難な添付書類については、e メールでの提出や簡易な申請ウェブサイトによるオンライン提出など、少なくとも申請者がオンラインで提出することを可能とし、可能な限り一連の手続がデジタルで完結するように取り組むこと。

3. **推進に際しての重要な視点・方策**
   - オンライン化自体を目的とするのではなく、「申請自体を不要とすることはできないか」など利用者目線でのBPRの取り組みが重要である。
   - オンライン申請受付後の職員のバックヤード処理についても、紙が前提ではないエンドトゥエンドの業務フローを前提に、職員の工数がどれだけ下がるかという視点からオンライン化の工程を検討する必要がある。
   - 法令や国の制度の見直しが必要と考えられる場合には、地方分権改革における提案募集方式（内閣府）を活用することにより、国に対して自治体への事務・権限の移譲や地方に対する規制緩和（義務付け・枠付けの見直し及び必置規制の見直し）を求めることが可能である。",54.7,13252,7539,20791,
185,public,image,000857916.pdf,17,住民基本台帳法の改正に伴い、マイナンバーカード所持者がマイナポータルからオンラインで転出届と転入予約を行う際に、転入地市区町村はどのような情報を基に事前準備を行うのか説明してください。,マイナンバーカード所持者がマイナポータルからオンラインで転出届と転入予約を行う際、転入地市区町村は通知された転出証明書情報（氏名、生年月日、続柄、個人番号、転出先、転出の予定年月日など）を基に事前準備を行います。この情報に基づいて市町村は、転出および転入手続の迅速な処理が可能となり、窓口での混雑が緩和されます。また、手続き当日に処理すべき事務負担が軽減され、市町村の事務効率が向上します。,提供された文書によると、転入地市区町村は、あらかじめ通知された**「転出証明書情報」及び「転入予約情報」**を基に事前準備を行います。,26.6,11033,2521,13554,
186,public,table,000857916.pdf,18,方式Aといわれる方法で、申請データを申請管理システムに取り込み、既存住記システム等の改修を行い、さらに基幹システムと接続してエンドトゥエンドのオンライン接続を実現することを検討しています。補助金の対象になりますか？,補助金対象です。,はい、補助金の対象になります。提供された文書の表18-1によると、ご記載の概要に該当する方式Ａの「補助⾦対象」の欄には「○」と記載されています。,33.9,10949,2976,13925,
187,public,image,000857916.pdf,21,マイナンバー利用事務系の申請管理システムについて、番号紐付情報はどのように連携する必要がありますか？,番号を紐づける方法は2つあります。1つは、API連携を行う方法です。「地方公共団体情報システム共通機能標準仕様書」に規定されたAPI連携を実装します。もう1つは、ファイル連携を行う方法です。過渡的な対応として、番号紐付け情報のファイル連携を行い、申請管理システムが番号紐付け情報を保持するようにします。,"提供された文書によると、マイナンバー利用事務系における番号紐付情報の連携・管理は以下の仕組みとなっています。

1. **中間サーバでの管理**：セキュリティ確保の観点から中間サーバでは個人番号そのものは保有できず、各地方公共団体が保有する個人情報と「符号」を紐づけて管理することとしている。
2. **個人番号と団体内統合宛名番号の紐付け管理**：各種事務において情報連携を行うためには、別途「個人番号と団体内統合宛名番号の紐付け」を管理するシステムが必要であり、この役割は「団体内統合宛名システム」が担う。
3. **申請管理システムにおける連携**：申請管理システムは、マイナポータルからの申請データを特定通信を通して取り込み格納する機能を有し、基幹システムとの接続（エンドトゥエンドのオンライン接続、またはRPA等による連携）を行う。番号紐付情報の管理・連携は上記の通り団体内統合宛名システム等が担う仕組みとなっており、申請管理システム自体が個人番号を直接保有・連携する構造ではない。",57.9,9078,8010,17088,
188,public,table,000857916.pdf,28,自治体のオンライン化の取り組みについて、関係規定等の検討や整備のステップではどのようなことを実施するか教えてください。,"関係規定等の検討や整備のステップでは、次の二つの作業を行います。
・三層の対策の見直しを踏まえ、情報セキュリティポリシーを適切に見直し、変更する。
・申請様式が規則等で定められている場合に、必要に応じて規則等の改正を実施する。 ","提供された文書（図表15および4.3節）によると、「関係規定等の検討・整備」のステップでは、以下の2つの事項を実施します。

・三層の対策の見直しを踏まえ、情報セキュリティポリシーを適切に見直し、変更する。
・申請様式が規則等で定められている場合に、必要に応じて規則等の改正を実施する。",28.2,9722,2676,12398,
189,public,paragraph,000857916.pdf,34,マイナポータル申請管理とは、どのような仕組みか。その仕組みが作られた背景も含め、具体的に説明してください。,住民がマイナポータル（ぴったりサービス）を利用し、インターネット経由で行われた行政サービスに関する電子データを、地方公共団体が LGWAN を通じてダウンロードなどができるサービスを「マイナポータル申請管理」といいます。 令和３年度に、マイナポータルにおいて全自治体との接続環境が整備され、既存の省庁連携基盤を活用することで LGWAN経由でマイナポータルが全自治体と接続できるようになるため、全ての地方公共団体が LGWAN-ASP サービスを個別に調達することなくオンライン申請の受付が可能となったことを背景に、整備されました。,"提供された文書に基づき、マイナポータル申請管理の仕組みと作られた背景を以下のように説明します。

### 1. 仕組み（定義と具体的な動作）
文書では、マイナポータル申請管理を以下のように定義しています。
> 「住民が、マイナポータル（ぴったりサービス）を利用し、インターネット経由で行われた行政サービスに関する電子データを、地方公共団体がLGWAN を通じてダウンロード等できるサービス」

具体的な仕組み・取得手段は以下の通りです。
- **データ取得手段**：地方公共団体が申請データを取得するための手段として、①ブラウザ操作で利用を可能とするWEBサイト、②システムでデータ取得を可能とする外部接続インターフェースの2つが用意されている。
- **インターフェースの例**：外部接続インターフェースのひとつに「申請処理状況登録API」があり、これにより手続の受付状況を登録・削除し、申請者に現時点での処理状況や申請書の修正必要性を伝えることができる。
- **データ処理の流れ**：取得した申請データは、特定通信を通して自治体の申請管理システムに取り込まれ格納される。さらに、手続のスムーズ化や行政運営の簡素化・効率化を図るため、申請管理システムと基幹システムとの接続を行い「エンドトゥエンドのオンライン接続」を実現させることが積極的に検討されている。

### 2. 作られた背景
この仕組みが整備・推進された背景には、以下の2つの大きな要因があります。

- **マイナンバーカード普及に伴うオンライン受付体制の整備必要性**
  国では令和４年度中にほとんどの住民がマイナンバーカードを保有することを想定しており、住民がマイナンバーカード保有のメリットを最大限享受できるよう、自治体がオンライン手続の受付体制を整備する必要があった。そのために、申請データを申請管理システムに取り込んで格納する機能の構築や、既存住基システム等の改修が求められている。

- **全自治体接続基盤の整備による個別調達不要の実現**
  従来は各地方公共団体がLGWAN-ASPサービスを個別に調達する必要があったが、令和３年度に既存の省庁連携基盤を活用した「マイナポータルの全自治体接続基盤」が整備された。これにより、全ての地方公共団体がLGWAN-ASPサービスを個別に調達することなく、LGWAN経由でマイナポータルと接続し、オンライン申請の受付が可能となった。この基盤整備を土台として、申請管理システム等の構築や財政支援（デジタル基盤改革支援補助金等）が国の支援策として位置づけられている。",57.7,8208,8049,16257,
190,public,table,000956094.pdf,1,ふるさと納税に係る指定制度の適正な運用を確保するための申出書の提出プロセス、および必要な書類に関する詳細な条件とその内容とは何ですか。,ふるさと納税に係る指定制度の適正な運用を確保するためには、地方団体は総務大臣への申出書を提出し、それにふるさと納税の募集の適正な実施に関する事項を記載する必要があります。申出書には以下の書類を添付し、各様式の記載要領に従って記載しなければなりません。1. 指定対象期間に受領する寄附金の見込額及びその募集に要する費用の見込額（様式1-1）2. 前年度に受領した寄附金及びその募集に要した費用（様式1-2）3. 前指定対象期間に受領した寄附金及びその募集に要した費用（様式1-3）4. ふるさと納税の募集に要した費用についての改善方策等（様式1-4）5. 指定対象期間に提供する返礼品等の内容（様式2）,"提供された文書に基づき、ふるさと納税に係る指定制度の適正な運用を確保するための申出書の提出プロセス、必要な書類、および詳細な条件・内容を以下の通り整理して回答します。

### １．申出書の提出プロセス
- **提出先・方法**
  - 地方団体は、総務大臣による指定を受けようとする場合、申出書を総務大臣に提出する。
  - 市町村又は特別区は、都道府県知事を経由して総務大臣に提出する。
- **都道府県による取りまとめ**
  - 都道府県は、市区町村から提出された申出書、様式１－１、１－２、１－３、１－４及び２の内容を「申出集計表（都道府県取りまとめ用）」に転記して取りまとめ、市区町村から提出された申出書等とともに総務大臣に提出する。
- **提出期間**
  - 令和６年７月１日から同月31 日までの間とする（毎年７月１日から同月31 日）。
- **確認・ヒアリング**
  - 都道府県は、提出された申出書等の内容が正確に記載されているか等を確認し、各指定基準に適合して適正に実施することについて疑義がある場合は、該当市区町村に対してヒアリングの実施や必要な追加資料の提出を求める。
  - 総務省も、必要に応じて該当都道府県又は該当市区町村に対してヒアリングの実施や追加資料の提出を求める。
- **指定**
  - 総務大臣は、提出された申出書等の内容を踏まえ、地方財政審議会の意見を聴取した上で、指定対象期間を通じて各指定基準に適合する地方団体を指定する。

### ２．必要な書類とその内容
申出書には、各指定基準に適合していることを証する書類として以下の様式を添付する（記載は各様式の記載要領による）。
- **様式１－１**：指定対象期間に受領する寄附金の見込額及びその募集に要する費用の見込額
- **様式１－２**：前年度に受領した寄附金及びその募集に要した費用
- **様式１－３**：前指定対象期間に受領した寄附金（見込額）及びその募集に要した費用（見込額）
- **様式１－４**：ふるさと納税の募集に要した費用についての改善方策等（該当団体のみ添付）
- **様式２**：指定対象期間に提供する返礼品等の内容（該当団体のみ添付）

### ３．詳細な条件とその内容（適正な運用の確保に関する要件）
- **指定基準への適合**
  - 指定対象期間を通じて、各指定基準（法第37条の2第2項等）に適合してふるさと納税の募集を適正に実施する旨を申し出なければならない。
- **返礼品等の調達費用の上限**
  - 個別の第一号寄附金の受領に伴い提供する返礼品等の調達に要する費用の額が、いずれも当該都道府県等が受領する当該第一号寄附金の額の**百分の三十**に相当する金額以下でなければならない。
- **返礼品等の内容**
  - 提供する返礼品等が、当該都道府県等の区域内において生産された物品又は提供される役務その他これらに類するものであって、総務大臣が定める基準に適合するものでなければならない。
- **募集費用の制限と取消し対象**
  - 令和５年10月１日から開始する指定対象期間において**募集費用の合計額が寄附金受領額の合計額の５割を超過した地方団体**については、令和６年10月１日から開始する指定対象期間において**指定の取消しの対象となり得る**。
  - 超過が見込まれる団体は、今回の指定に係る申出書の提出について慎重に検討すること。
- **費用縮減の努め**
  - 寄附金のうち少なくとも半分以上は寄附先の地方団体のために使われるべきという理念を踏まえ、広報に係る費用や各種委託費用等の縮減に努めるとともに、ワンストップ特例に関する事務等のデジタル化等により、事務に係る費用の縮減に努めること。
- **過去の適合状況と報告**
  - 指定の効力を生ずる日前一年以内（特定期間）において前三号に掲げる基準に適合していたこと。
  - 特定期間において行われた報告の求めに対し、報告をしなかったことがなく、かつ虚偽の報告をしたことがないこと。

上記が、文書に記載されている提出プロセス、添付書類、および適正な運用を確保するための詳細な条件と内容です。",66.1,12258,9019,21277,
191,public,image,000956094.pdf,4,人気施設の特別入場チケットを返礼品として提供する場合、入場チケットの費用は、ふるさと納税に関するどのような費用で対応すれば良いですか？また、ふるさと納税の業務を行ったスタッフに支払われる人件費はどの費用に該当しますか？,施設の入場チケットを返礼品として提供した場合は、「返礼品等の調達に係る費用」となります。また、ふるさと納税に関する業務を行ったスタッフの人件費は、「事務に係る費用」に該当します。,"提供されたコンテキストに基づき、ご質問の2点について回答します。

**1. 人気施設の特別入場チケットの費用について**
「**返礼品等の調達に係る費用**」に該当します。
コンテキストの表4-1によると、「公共施設等の入場を返礼品等とする場合における公共施設等の入場料 等」が該当費用として明記されています。

**2. ふるさと納税の業務を行ったスタッフの人件費について**
「**事務に係る費用**」に該当します。
コンテキストの表4-1には、「ふるさと納税の専任職員及び兼任職員（ふるさと納税の業務に従事する部分）の人件費」と記載されています。
また、本文の「募集に要する費用の額の算定」の項においても、この人件費は「**募集費用（募集に要する費用）**」に含まれるとされています。",45.0,10864,5205,16069,
192,public,table,000956094.pdf,4,令和5年10月1日から開始する指定対象期間において、ふるさと納税の募集費用の合計額が寄附金受領額の合計額の5割を超過した地方団体が指定の取消しとなる場合、その後の期間にどのような制約が課せられるか具体的に説明してください。,指定の取消しとなった地方団体は、取消しとなった日から2年を経過する日の属する月まで申出書の提出ができません。また、令和5年10月1日から開始する指定対象期間において寄附金受領額の合計額の5割を超過した場合、令和7年10月1日から開始する指定対象期間まで指定を受けることができません。,"提供された文書によると、令和５年10月１日から開始する指定対象期間において募集費用の合計額が寄附金受領額の合計額の５割を超過し、指定の取消しとなった場合、以下の制約が課せられます。

1. **申出書の提出制限**：取消しとなった日から２年を経過する日の属する月まで、指定に係る申出書の提出ができない。
2. **指定の受領制限**：指定の申出書を提出せず（指定を受けず）に上記の基準を超過した場合は、令和７年10月１日から開始する指定対象期間まで指定を受けることができない。

これは、地方自治法及び地方税法施行規則の規定により、「指定を取り消され、その取消しの日から起算して二年を経過しない都道府県等は、指定を受けることができない」と定められているためです。",47.4,12831,5661,18492,
